,Q,A,Context,label
3194," I don't know. I will say this, though. I've seen Barney work very hard to get women. I've seen him work very hard to get rid of women. I've never seen him work this hard to keep one around. I was going to give him an A. Well, B+ -- Shin-Ya kind of screwed up the curve.EXT. STREET DEHIND TED'S BUILDING"," I'm not even here. Randy, the coffee."," I don't know. I will say this, though. I've seen Barney work very hard to get women. I've seen him work very hard to get rid of women. I've never seen him work this hard to keep one around. I was going to give him an A. Well, B+ -- Shin-Ya kind of screwed up the curve.EXT. STREET DEHIND TED'S BUILDING |  You're an idiot.",1
3195, You know...," Oh, he's getting a haircut."," You know... |  That notebook, um, does contain a lot of personal info, and I think it has my home address.",1
3196," That notebook, um, does contain a lot of personal info, and I think it has my home address."," We were gonna do, but never did."," That notebook, um, does contain a lot of personal info, and I think it has my home address. |  Whoa.",1
3197, And your work address., It's fine.," And your work address. |  (upstais, lookin gout the window) Hey, guys! If you don't want the barrel, can you sit somewhere else? You're scaring away potential takers.IN. TED'S CLASSROOM",1
3198, It was the Fall of 2009 and I was a professor now. So I decided to change my look a little bit. And people were noticing.IN. MC LAREN'S," Excuse us for one second.(To Barney)Okay, you were right - the architect thing totally works. But I've got a girlfriend and I've got to get back to work. This project is getting harder and harder."," It was the Fall of 2009 and I was a professor now. So I decided to change my look a little bit. And people were noticing.IN. MC LAREN'S |  You know, I've always wondered why those tweed jackets have elbow patches.",1
3199," You know, I've always wondered why those tweed jackets have elbow patches."," You are being ridiculous. (Taking the bat.)Tell me, you left the apartment today?"," You know, I've always wondered why those tweed jackets have elbow patches. |  You are wrong. The ladies dig the professor look.",1
3200, Best night ever!," Nothing. It's nothing. And speaking of digging up dirt, can I count on you two to behave around Victoria?"," Best night ever! |  Hey, how was the big couples' night with Marshall and Lily?",1
3201, Really? How?," Should I leave, too?"," Really? How? |  And they were so nervous, that they weren't even making sense half of the time.",1
3202," In Cabo, I saw Sammy Hagar eating a Belgian waffle!", You will not believe what Jenkins has done this time.," In Cabo, I saw Sammy Hagar eating a Belgian waffle! |  Let me guess: Did Marshall get, like, super intense about the cheese?",1
3203, Ooh...Tick-tock goes thegouda clock.," Kids, in the fall of 2010, it seemed like Aunt Lily could only talk about one thing: babies."," Ooh...Tick-tock goes thegouda clock. |  P.S., not sitting great.",1
3204," P.S., not sitting great."," No, this is not one. They had the wrong table. You can imagine we are married?"," P.S., not sitting great. |  What do you mean, the egg timer is broken? What are we going to use for charades, sweetie?",1
3205, Show him., Stopping the car.," Show him. |  It was the best night ever laughter raining down like April showers oh, we talked for hours... best night ever...",1
3206," Then we played charades. Lily made some creme brulee, lay-lay-lay-lay and now that we're best couple friends there's only one thing left to say... are you free? Are you free? Are you free? Are you free? Are you free next Saturday? That's the 17th.are you free? Friday or Sunday would also work. Or basically any other day.", Lily.," Then we played charades. Lily made some creme brulee, lay-lay-lay-lay and now that we're best couple friends there's only one thing left to say... are you free? Are you free? Are you free? Are you free? Are you free next Saturday? That's the 17th.are you free? Friday or Sunday would also work. Or basically any other day. |  I don't understand. If last night went so horribly, why do Lily and Marshall think it was such a h*t?",1
3207," I don't understand. If last night went so horribly, why do Lily and Marshall think it was such a h*t?", right on target.," I don't understand. If last night went so horribly, why do Lily and Marshall think it was such a h*t? |  Oh.",1
3208," Yeah, tough luck, every Saturday night I've ever had, 'cause this one just blew you out of the water."," Oh, please, what does Carlos have that I don't?"," Yeah, tough luck, every Saturday night I've ever had, 'cause this one just blew you out of the water. |  Yeah, we'll call you.",1
3209," Oh, I don't want to brag, But it seems chicks are really digging the whole professor thing. Last night, she picked me up at the bar. And then... Well, she actually wound up falling asleep on the couch. But, hey, that happens."," Bad news. As HR, I must review the new overtime policy with you. The good news is that we will do with Wolverine's claws! (They start to play all three) Section 5A: doing overtime will no longer be paid double."," Oh, I don't want to brag, But it seems chicks are really digging the whole professor thing. Last night, she picked me up at the bar. And then... Well, she actually wound up falling asleep on the couch. But, hey, that happens. |  Sure, it does. You know, she was, she was just exhausted from being turned on. But you heard her. She wants to do it again, soon.",1
3210," Sure, it does. You know, she was, she was just exhausted from being turned on. But you heard her. She wants to do it again, soon."," Actually, I've already had sex many times. Why I always corrects people?"," Sure, it does. You know, she was, she was just exhausted from being turned on. But you heard her. She wants to do it again, soon. |  Westchester. Why?",1
3211, Westchester. Why?, The same things are funny as singles.," Westchester. Why? |  Oh, my god! You're right! He's totally the sexless innkeeper!",1
3212, What the hell is the sexless innkeeper?," Well, I'm afraid she's feeling a little under the weather. Looks like it's just you, me and six hours in frigid international waters.", What the hell is the sexless innkeeper? |  Not really.,1
3213, Not really.," The programs are great. It is not our names on it, but otherwise it looks nice."," Not really. |  Wait. If this was last year, why are you acting like it was Oliver Twist?",1
3214," Wait. If this was last year, why are you acting like it was Oliver Twist?"," Anyway, we should get going."," Wait. If this was last year, why are you acting like it was Oliver Twist? |  Wait, you're saying that girl just used me for a place to crash?",1
3215," Wait, you're saying that girl just used me for a place to crash?", Okay.," Wait, you're saying that girl just used me for a place to crash? |  No way.",1
3216, No way., This is ridiculous. It changed his mind.," No way. |  Which is funny, because usually it's the innkeeper who offers turndown service. Oh!",1
3217," And then on Sunday, we're up at 6:00 a.m. for the fall foliage hike. Now, you better pack your long johns, 'cause it is cold up there.", Yeah.," And then on Sunday, we're up at 6:00 a.m. for the fall foliage hike. Now, you better pack your long johns, 'cause it is cold up there. |  Wow, Barney. That kind of sounds like the stuff you say to girls when you're too much of a coward to dump them.",1
3218," Look, all the couple-y stuff, it's just not us. Barney and I are barely equipped to date each other, let alone you guys."," I pass this building, so I see you in three days."," Look, all the couple-y stuff, it's just not us. Barney and I are barely equipped to date each other, let alone you guys. |  Come on,Marshall.",1
3219, You know what? I hope those underwater aliens are cold-blooded. 'cause then you guys will get along just fine.," Oh, good. Yeah.", You know what? I hope those underwater aliens are cold-blooded. 'cause then you guys will get along just fine. |  I can't believe they broke up with us.,1
3220," Guys, Lily and Marshall haven't been to the bar all week. They're taking this really hard."," Here, let me."," Guys, Lily and Marshall haven't been to the bar all week. They're taking this really hard. |  Seriously, they're your friends. You got to go apologize.",1
3221," Seriously, they're your friends. You got to go apologize.", He said no?," Seriously, they're your friends. You got to go apologize. |  Robin, you know I'm right. Ignoring a problem doesn't make it go away. Usually, it just makes it bigger.",1
3222, For god's sake!," Yeah, some friend, you called me a Grinch."," For god's sake! |  But eventually, even Barney and Robin had to admit they owed Lily and Marshall an apology.",1
3223," Hey! Hey, guys."," Ted, I must tell you the truth. I love... (Robin out the trash) tacos. What are you doing?"," Hey! Hey, guys. |  Oh, we can't. We're here with Py and Shea.",1
3224," Oh, it's just... We haven't seen you guys all week.", Great. Nice.," Oh, it's just... We haven't seen you guys all week. |  Yeah.",1
3225," Oh, it might be weird. We're kind of on a double date. Wouldn't want you to feel like a fifth and sixth wheel."," It's fantastic. Just for fun, Ted's been working on his own design. And it doesn't look at all like male genitalia. At least, not healthy male genitalia."," Oh, it might be weird. We're kind of on a double date. Wouldn't want you to feel like a fifth and sixth wheel. |  They just moved here fromHawaii. Py is a total foodie",1
3226," Pfft, who needs 'em?"," So now, because of that incident,Heads or Tailsis looking for a new currency rotation specialist."," Pfft, who needs 'em? | ",1
3227, Just the two of you?, That thing between me and Robin is completely innocent.I flipperai if you tell me not feel something for her. This is the case?," Just the two of you? |  After midnight? No way. We can't tabooty-call them, it's pathetic.",1
3228," Barney, are you wearing sweat pants?", It's a good thing she married Marshall.," Barney, are you wearing sweat pants? |  Okay, guys, I've got some bad news for you. So I'm just going to come out and say it. You're a couple. And no matter how hard you try to fight it, couples need other couples. That's why you miss Marshall and Lily. And can't you just admit that?IN. MARSHALL AND LILY'S HOME",1
3229, You know what? We have two very nice people up in that apartment Who are perfect for us.," I want a laundry room of 5 x 5 meters, ceramic tiles stain-resistant floor to ceiling. I am a man who likes to do his own laundry, and sometimes it's messy.", You know what? We have two very nice people up in that apartment Who are perfect for us. |  Damn it. Why is there something so attractive about a bad boy... And girl?,1
3230," Come here, you two."," Well, you're in luck. See that gothic church over there? Those corinthian columns were designed by Giuseppe Pegatto in'96.(the woman stands up to find another place)"," Come here, you two. |  Hey, Barney. I got a little poem for you. You want to hear it?",1
3231," Hey, Barney. I got a little poem for you. You want to hear it?"," happy wife, happy life."," Hey, Barney. I got a little poem for you. You want to hear it? |  'twas the night before, I had hours to k*ll. (the whole story is illustrated with images) I sat in the tavern, grading parchments with quill.",1
3232," 'twas the night before, I had hours to k*ll. (the whole story is illustrated with images) I sat in the tavern, grading parchments with quill.", Marshall and Lily.," 'twas the night before, I had hours to k*ll. (the whole story is illustrated with images) I sat in the tavern, grading parchments with quill. |  Barney. It's a poem. A busty, young lassie flashed me a grin. Her garb said classy, but her eyes whispered sin. She said, you're a teacher? I said, yes, indeed. I must have you, she moaned.I'm turned on by tweed. With haste we did scamper to my chamber anon. We fell to the couch, and, bro, it was on. I unlaced her bodice. Our passions grew deeper. And thus ends the tale of the sexless innkeeper.",1
3233," Barney. It's a poem. A busty, young lassie flashed me a grin. Her garb said classy, but her eyes whispered sin. She said, you're a teacher? I said, yes, indeed. I must have you, she moaned.I'm turned on by tweed. With haste we did scamper to my chamber anon. We fell to the couch, and, bro, it was on. I unlaced her bodice. Our passions grew deeper. And thus ends the tale of the sexless innkeeper.", You know that time we went to Spokane and I pointed out that skyscraper? That was the first building I ever designed. And that night was the first time I showed anyone my first drawing of it.," Barney. It's a poem. A busty, young lassie flashed me a grin. Her garb said classy, but her eyes whispered sin. She said, you're a teacher? I said, yes, indeed. I must have you, she moaned.I'm turned on by tweed. With haste we did scamper to my chamber anon. We fell to the couch, and, bro, it was on. I unlaced her bodice. Our passions grew deeper. And thus ends the tale of the sexless innkeeper. |  Are you coming back bed, professor?",1
3234," Are you coming back bed, professor?", - Thank you.," Are you coming back bed, professor? |  God, I love being single.",1
3235, You want to go? You want to go?! Come on!(In McLaren's...)Make fun of the Great White North all you want. It's the best country in the world.," Hi, Mr. and Mrs. Mosby."," You want to go? You want to go?! Come on!(In McLaren's...)Make fun of the Great White North all you want. It's the best country in the world. |  Okay, okay. You know what, what does that even prove, okay? You chant anything, people we join in.(Chanting)Canada, Canada, Canada, Cana... Okay, they won't chant anything.",1
3236," I am ready to h*t the road. I got baby wipes. I got a variety of jerky. I got six cans of Tantrum. Well, four. One b*rned though the can, the other one I drank already.(He tears a pillow)Tantrum! I am so psyched! Marshall and I haven't done something, just the two of us, for so long. Ever since he got married, he's turned from an I to a We."," Oh, my God, that is so fantastic! I don't know if I can just leave work."," I am ready to h*t the road. I got baby wipes. I got a variety of jerky. I got six cans of Tantrum. Well, four. One b*rned though the can, the other one I drank already.(He tears a pillow)Tantrum! I am so psyched! Marshall and I haven't done something, just the two of us, for so long. Ever since he got married, he's turned from an I to a We. |  Think about it.",1
3237, We no longer have a hemorrhoid problem.," Holy crap, we have to f*re her. She's gonna drop a shorty in the middle of your ceremony.", We no longer have a hemorrhoid problem. |  You guys will not believe this. I've been talking to my lawyer all morning. You know that guy I have a slight disagreement with at the Hoser Hut? He's filing as*ault charges.,1
3238," Well, there's only one possible way to avoid getting deported. My lawyer said I could become an American citizen.", At least let me buy you a beer. Come on I'll buy everyone a beer.," Well, there's only one possible way to avoid getting deported. My lawyer said I could become an American citizen. |  Well, it's not that simple. I'm a Canadian. I was born there. My family's there. It's who I am.",1
3239," Well, it's not that simple. I'm a Canadian. I was born there. My family's there. It's who I am."," Ted, what are you talking about?"," Well, it's not that simple. I'm a Canadian. I was born there. My family's there. It's who I am. |  Well, there's a citizenship test tomorrow.",1
3240," Well, there's a citizenship test tomorrow."," Aha, so then the oldest profession would be fishermen. Kaboom! You've been lawyered."," Well, there's a citizenship test tomorrow. |  I'll think about it.",1
3241, I'll think about it.,I'm sorry. I got to h*t pause for a second.," I'll think about it. |  Okay, Barney.",1
3242," Okay, Barney."," Lesson one, lose the goatee. It doesn't look good with your suit."," Okay, Barney. |  It is.",1
3243, It is.," Sure, it goes without saying.", It is. |  How do you know the Canadian test is easy?,1
3244, How do you know the Canadian test is easy?, All right. I'm pouring it out.," How do you know the Canadian test is easy? |  Ted! Ted! Check it out! I got black coffee on the left, I got Tantrum on the right! Do you have a phone book?!",1
3245, We most certainly did!, Yeah.," We most certainly did! |  Yeah, I heard him.",1
3246," Yeah, I heard him."," Yeah, with those people. I'm your boyfriend. Come on, what is it? Did you get arrested in a mall?"," Yeah, I heard him. |  Road trip! So you guys want to talk about bitches? I'm kidding. They're called women.",1
3247," That reminds me, I have to pee.", I'm not going to a matchmaker. That's like giving up. It's the man version of getting a cat.," That reminds me, I have to pee. |  50, one for each state.",1
3248," 50, one for each state.", Because Tom and I are gonna have a baby.," 50, one for each state. |  The Bill of Rights. Look, Barney, I know all this. I'm ready.",1
3249," The Bill of Rights. Look, Barney, I know all this. I'm ready."," No, no, not again. Not this year. You're going as my wingman. Flight suit up!"," The Bill of Rights. Look, Barney, I know all this. I'm ready. |  Queen Elizabeth II.",1
3250, Queen Elizabeth II.," You left a voice, but it wasn't male. Barney, I don't get it. You've called a million girls a million times."," Queen Elizabeth II. |  Oh, curling. Um, it's a sport played...",1
3251," Oh, curling. Um, it's a sport played..."," Oh, Lily! Hi, Marshall."," Oh, curling. Um, it's a sport played... | ...because Sparky loved chasing a ball, and it didn't much matter what kind. Tennis ball, baseball, Wiffle ball, golf ball, basketball, beach ball, gum ball, a grapefruit- which isn't actually a ball, but's round like a ball- a football- which isn't round, but it's still technically a ball- Indian rubber ball...",1
3252, I want to say- Jefferson?," We should not celebrate. Ted has just been dumped.Tell us everything, everything that happened. Seriously, do not forget any details. She said what? You, you said what? How you going? If you had to redo it from start, perhaps you...?", I want to say- Jefferson? |  Oh!,1
3253, Oh!," Don't worry, I slept through it. (laughs) I totally didn't sleep through it. For a little girl, you've got a big t*nk."," Oh! |  Oh, boo-ya! I am nailing this. God, I'm buzzing on America right now!",1
3254," Oh, boo-ya! I am nailing this. God, I'm buzzing on America right now!"," Oh my God, this is your best work. In all my years teaching, I've never seen anything so... Needless to say, this is art! I can't teach you anything.(The man is giving Lily his paintbrush)."," Oh, boo-ya! I am nailing this. God, I'm buzzing on America right now! |  That, Barney, is the American actor, beloved by millions, the Hey, Vern guy from the popular series of Ernest films. And his name... Jeff Foxworthy.",1
3255," That, Barney, is the American actor, beloved by millions, the Hey, Vern guy from the popular series of Ernest films. And his name... Jeff Foxworthy.", It all tastes the same once it's in the bowl.," That, Barney, is the American actor, beloved by millions, the Hey, Vern guy from the popular series of Ernest films. And his name... Jeff Foxworthy. |  Uh, that's Jeff Foxworthy, dumbass. End of story. Now shut your stupid face.",1
3256," Uh, that's Jeff Foxworthy, dumbass. End of story. Now shut your stupid face."," Hey. Carlos, can you give us a minute?"," Uh, that's Jeff Foxworthy, dumbass. End of story. Now shut your stupid face. |  Look who's back from the wishing well.",1
3257," When Barney finally tracked down your Aunt Robin, it wasn't a pretty sight."," It's not so bad. You can put a mini fridge, there, and perhaps an air hockey."," When Barney finally tracked down your Aunt Robin, it wasn't a pretty sight. |  Barney? Oh, my God. What happened last night?",1
3258," Barney? Oh, my God. What happened last night?"," Oh, my God! My mom's home. Quick! Get under my bed."," Barney? Oh, my God. What happened last night? |  How Canadian?",1
3259, How Canadian?, So you come back to Robin.," How Canadian? |  Oh, God. Okay. It's coming back to me. I, uh, I went into the Hoser Hut... And I met this women's curling team.",1
3260," How did you find me, anyway?", Zoey's in love with...," How did you find me, anyway? |  Canada isn't across the Atlantic.",1
3261, Canada isn't across the Atlantic., Barney's crazy if he thinks it'll work.," Canada isn't across the Atlantic. |  Barney, I'm not taking the test.",1
3262," Barney, I'm not taking the test.", All right.," Barney, I'm not taking the test. |  Look, I appreciate your help, but... who am I kidding? I'm Canadian. I always will be.",1
3263," Look, I appreciate your help, but... who am I kidding? I'm Canadian. I always will be.", What's that?," Look, I appreciate your help, but... who am I kidding? I'm Canadian. I always will be. |  Kind of cross.",1
3264, I can't believe we're still open. Gotcha! These are getting bigger., That bitch is not giving us the walk-by.," I can't believe we're still open. Gotcha! These are getting bigger. |  Yeah, give me two coffees.",1
3265, American money? Didn't watch the Leafs game? No please or thank you for the coffee? You sure don't seem like a Canadian.," I was thinking 9:00, 9:30."," American money? Didn't watch the Leafs game? No please or thank you for the coffee? You sure don't seem like a Canadian. |  Wow. I'm not American, and apparently, I'm not Canadian either.",1
3266," Wow. I'm not American, and apparently, I'm not Canadian either.", Starts with it too.," Wow. I'm not American, and apparently, I'm not Canadian either. |  I don't want this anymore.",1
3267," Well, you know what? That mushroom's not the only thing that's living. Car keys, please."," Hmm, do you know anyone at this party?"," Well, you know what? That mushroom's not the only thing that's living. Car keys, please. |  When I moved to the States, I swore to myself, I wasn't going to change. And yet, here I am, in the most Canadian place in the universe- Tim Horton's- around the corner from the Hockey Hall of Fame, and I don't belong. It's like I don't have a country.",1
3268," When I moved to the States, I swore to myself, I wasn't going to change. And yet, here I am, in the most Canadian place in the universe- Tim Horton's- around the corner from the Hockey Hall of Fame, and I don't belong. It's like I don't have a country."," Well, my semester's over and the GNB building is finally done."," When I moved to the States, I swore to myself, I wasn't going to change. And yet, here I am, in the most Canadian place in the universe- Tim Horton's- around the corner from the Hockey Hall of Fame, and I don't belong. It's like I don't have a country. |  Sparky was my best friend, but after I married Helen, old Spark started to feel a little left out. For so long, it had been just me and him, but now he suddenly felt like Helen had taken his place. What Sparky didn't realize was, even though I loved Helen, I still loved him, too. I had room in my heart for both of them. But maybe I should have put aside some special ball-tossing time just for the two of us t o make sure Sparky knew that he was a good boy. I wish now I had, 'cause old Sparky ran out in front of a Cadillac and got splattered like a watermelon in one of them Gallagher shows.",1
3269, Okay. Let's listen to it again., No. Came here to thank you.," Okay. Let's listen to it again. |  Barney, I've thought about this. When you stood up and told off those people, I thought, Yeah, America's cool.",1
3270," Barney, I've thought about this. When you stood up and told off those people, I thought, Yeah, America's cool."," Barney. What, you're back?"," Barney, I've thought about this. When you stood up and told off those people, I thought, Yeah, America's cool. |  And then when those guys pounded the stuffing out of you, I thought, Yeah, Canada's pretty cool, too. I may have taken a few pokes myself. So, I've decided, dual citizenship. I'm going to be American and Canadian.",1
3271," And then when those guys pounded the stuffing out of you, I thought, Yeah, Canada's pretty cool, too. I may have taken a few pokes myself. So, I've decided, dual citizenship. I'm going to be American and Canadian."," Okay, just forget it."," And then when those guys pounded the stuffing out of you, I thought, Yeah, Canada's pretty cool, too. I may have taken a few pokes myself. So, I've decided, dual citizenship. I'm going to be American and Canadian. |  Yeah, dummy. Instead of being a woman with no country, I'm going to be a woman with two.",1
3272," Yeah, dummy. Instead of being a woman with no country, I'm going to be a woman with two."," You're going. That's awesome. Oh my God, four days to find a dress?"," Yeah, dummy. Instead of being a woman with no country, I'm going to be a woman with two. |  You understand?",1
3273, You understand?," Wow, it took five sh*ts of tequila to get you in that position."," You understand? |  Hey, baby? Baby?",1
3274, I decided to go to the bar to be quiet. It was not really that.,"Still, I felt optimistic.", I decided to go to the bar to be quiet. It was not really that. |  Not at all.,1
3275, Not at all.," Oh, how rude of me. Uh, Robin, Sandy... Rivers... this is Mary, my date."," Not at all. |  Baby, you can wash it?",1
3276, No problem., beaten. And if Doug had beaten them all alone and we had done nothing?," No problem. |  She makes her dishes right away, Ted. I give them two or three weeks maximum.",1
3277, I gotta go., Lily.(hands her the phone).No. No!(Barney grabs his neck)Aaaargh., I gotta go. |  There is nothing serious. And certainly nothing serious enough that you hold my hand.,1
3278, There is nothing serious. And certainly nothing serious enough that you hold my hand., You've already tired of him.," There is nothing serious. And certainly nothing serious enough that you hold my hand. |  I see what happens. You, my friend, you suffer from a disease little known... little known because I just invented it... called Adequacy of New Relationship. Robin, you are in your honeymoon stage. Everything is perfect. The songs on the radio talking about you. Other couples are concerned. Enjoy it. The SNR does not last forever.",1
3279," I see what happens. You, my friend, you suffer from a disease little known... little known because I just invented it... called Adequacy of New Relationship. Robin, you are in your honeymoon stage. Everything is perfect. The songs on the radio talking about you. Other couples are concerned. Enjoy it. The SNR does not last forever."," I was so happy that this loser is done let go before the altar. You know why? Because he saw it coming. And the best part is that he will live a long, sad life, knowing he has lost his only chance of happiness. And when he gets beaten up by the goat?"," I see what happens. You, my friend, you suffer from a disease little known... little known because I just invented it... called Adequacy of New Relationship. Robin, you are in your honeymoon stage. Everything is perfect. The songs on the radio talking about you. Other couples are concerned. Enjoy it. The SNR does not last forever. |  And a half?",1
3280, And a half?, It's very funny., And a half? |  What's new?,1
3281, What's new?, But now...I was this guy.," What's new? |  According to Barney, Lily asking you to do your own dishes right away is a sign that your marriage falls apart.",1
3282," Why? Lily loves a clean sink so I do the dishes right away, what's the problem?", Don't change the subject. Let me see your phone.," Why? Lily loves a clean sink so I do the dishes right away, what's the problem? |  Look at you. You got a girlfriend for 5 minutes and you think playing in the big leagues. Adorable. Son... I'm in a relationship for your ponytail and that you were playing the guitar with Dave Matthews Mom. I am a good boyfriend when I sleep. I can do a k*ller foot massage, hand and prepare a great chamomile on the other, which would make you cry. Damn, I know more about how to make popcorn and watch movies with Sandra Bullock in that you'll ever know, but thank you to worry, blue.",1
3283," Look at you. You got a girlfriend for 5 minutes and you think playing in the big leagues. Adorable. Son... I'm in a relationship for your ponytail and that you were playing the guitar with Dave Matthews Mom. I am a good boyfriend when I sleep. I can do a k*ller foot massage, hand and prepare a great chamomile on the other, which would make you cry. Damn, I know more about how to make popcorn and watch movies with Sandra Bullock in that you'll ever know, but thank you to worry, blue.", Lily painting on the f*re escape.," Look at you. You got a girlfriend for 5 minutes and you think playing in the big leagues. Adorable. Son... I'm in a relationship for your ponytail and that you were playing the guitar with Dave Matthews Mom. I am a good boyfriend when I sleep. I can do a k*ller foot massage, hand and prepare a great chamomile on the other, which would make you cry. Damn, I know more about how to make popcorn and watch movies with Sandra Bullock in that you'll ever know, but thank you to worry, blue. |  Go ahead.",1
3284, Go ahead.," Oh, good for her.", Go ahead. |  Not really.,1
3285, Not really.," Look, I'm not suggesting that we move here tomorrow. I'm just..."," Not really. |  But if I said that, we will play, so...",1
3286," But if I said that, we will play, so..."," Yeah. You know, there's this new Italian restaurant on 79th that's supposed to be amazing."," But if I said that, we will play, so... |  Of course I do.",1
3287, Of course I do.," Hi, Kara. So you guys,are like back together now?", Of course I do. |  Why is there a bag of pants marked April 2008 in your closet?,1
3288, So when you think you will play and you get up you go?," Oh, I woke up and I smoke. Robin, you know how it's dangerous to wake a smoker sleeps.", So when you think you will play and you get up you go? |  This is not true.,1
3289, I can not believe Robin supports it., Wendy the Waitress., I can not believe Robin supports it. |  The ties go to the machine?,1
3290," But when you have a problem with Lily, it is discussed."," Yeah, but those were just booty calls."," But when you have a problem with Lily, it is discussed. |  Barney, you came home!",1
3291, Go to the basics!," Damn, my face is so dry. Is there any moisturizer around here?"," Go to the basics! |  Thank you, doll.",1
3292, Okay.,"Kids, I won't bother you with the number... but it was a crapload."," Okay. |  Honey, you're going to wash it?",1
3293," Honey, you're going to wash it?", I can't believe I unloaded like that on a high school senior.," Honey, you're going to wash it? |  No. Of course not.",1
3294, No. Of course not.," Come on, guys. It did not hurt while dancing.", No. Of course not. |  Thank you explained that. I get confused easily.,1
3295, Thank you explained that. I get confused easily.," Listen, PJ. And I want you to think seriously before answering. You tell me I can not go to the bathroom with me?", Thank you explained that. I get confused easily. |  I do not even know why we laugh!,1
3296, I do not even know why we laugh!," Yeah, I-I know.", I do not even know why we laugh! |  Are you kidding me.,1
3297," Wait, Ted. Listen to the man."," Hi, Mr. Trebek. This is Robin Scherbatsky."," Wait, Ted. Listen to the man. |  Look, I love you. But, baby, with little energy I have left after work, I want to cover you with love, not washing dishes.",1
3298," Once I have his attention, it's time to get out the heavy a*tillery."," With Robin we went to the objects found in the prefecture and there, sitting in their fridge... Is this your turkey?"," Once I have his attention, it's time to get out the heavy a*tillery. |  You're right. I'll do the dishes. Just after doing this.",1
3299, You're right. I'll do the dishes. Just after doing this., Oh., You're right. I'll do the dishes. Just after doing this. |  You b*at him or I do it?,1
3300," No. Marshall, look at me. Do not go into the circus of Barney Stinson, the house of mirrors and illogical logic. You got ear pierced like that in 2003."," Because even though you don't want to get married, I'd like to think the fact that we've been together for a year, and that we love each other might get me a gentler reaction than, No. No, no, no, no, no, no, no, no. Ted, you cannot do this to me. No. No, no, no."," No. Marshall, look at me. Do not go into the circus of Barney Stinson, the house of mirrors and illogical logic. You got ear pierced like that in 2003. |  It was cool, huh?",1
3301, I hate it! I hate it from the depths of my soul! I hate it! I hate it I hate it!," Yeah, sure.", I hate it! I hate it from the depths of my soul! I hate it! I hate it I hate it! |  Okay. There you are. You're gonna tell me the truth. Barney said that you did ever played.,1
3302, I think that's true., I've never need the beer more than I do right now., I think that's true. |  Impossible. I love you both but you're the two biggest emotional disabilities in the history of relations. You had to play at least once.,1
3303, Thank you., Yeah., Thank you. |  Have fun.,1
3304, How was the trip?, Hey! Look at this.," How was the trip? |  We spent the weekend hugging the fireside. No black diamonds, nothing but red hearts. I'll unpack my bags.",1
3305, What has happened between you? When did you become disgusting?," Oh, Ted. Oh, no.", What has happened between you? When did you become disgusting? |  We all came out a year.,1
3306, We all came out a year.," OK Ted, You got first whip!", We all came out a year. |  Terrible. And because of you! I listened to your advice stupid!,1
3307," I do not know what happened. I am a lawyer. I earn my living by arguing but when it is with Lily, I'm... confused. How not to be with her eyes and her breasts?", You are so d*ad.," I do not know what happened. I am a lawyer. I earn my living by arguing but when it is with Lily, I'm... confused. How not to be with her eyes and her breasts? |  I should have noted.",1
3308," Dude, Lily is played badly. It is small... but as a vicious badger that your brother would have caught and starved for 5 days and placed in your sleeping bag. I should go and apologize."," Yes, it's just... It's not really... that, you know?"," Dude, Lily is played badly. It is small... but as a vicious badger that your brother would have caught and starved for 5 days and placed in your sleeping bag. I should go and apologize. |  He's right.",1
3309, This dish is my manhood! And I want to leave my manhood deep in the dirty sink full of ketchup and pasta..., Come see for yourself.," This dish is my manhood! And I want to leave my manhood deep in the dirty sink full of ketchup and pasta... |  Well shit, it's my right! I will wipe my manhood when I'm ready!",1
3310," Where is he was not riding? Hey, Barnstormer."," Wait, did you steal my dream journal?"," Where is he was not riding? Hey, Barnstormer. |  You're cute nicknames? Seriously. What happens to you both?",1
3311, Nothing. We're just happy.," Back in school we met during a production ofGuys and Dolls. The Captain was Nathan Detroit to my assistant stage manager. Marshall and Barney here, are the future of Goliath National Bank.", Nothing. We're just happy. |  I'm not sure that you know who Gandhi is.,1
3312," And suddenly, I found how to get the real scoop on Barney and Robin.", I should have mention the recoil.," And suddenly, I found how to get the real scoop on Barney and Robin. |  Those two worry me, really.",1
3313," Those two worry me, really.", Come on.," Those two worry me, really. |  Enough. The game is over.",1
3314, Enough. The game is over.," I'm sorry, Lily. I'm so sorry. Take us to the hospital."," Enough. The game is over. |  Who, him?",1
3315, Phil told me.," OK, here I go.", Phil told me. |  Your downstairs neighbor.,1
3316, And it has everything... heard. So Phil told me that Ro-Ro and Barnstormer argue... a lot. Explanations?," (in childlike voice)Wow, lady. You got some tig ol' bitties! Gosh! Your body's a perfect... this many.(To another girl)Hi. Do you want to wrestle with our special bathing suit places? Come on!", And it has everything... heard. So Phil told me that Ro-Ro and Barnstormer argue... a lot. Explanations? |  I found at Marshall's arguments Lily were zero then it will never have to wash another dish. Slap me in two.,1
3317, All was going well. Our techniques dodges worked perfectly until the skiing trip last weekend.," Oh, penguins are cool, kinda like black and white Ewoks. I approve.", All was going well. Our techniques dodges worked perfectly until the skiing trip last weekend. |  It's your board that is zero.,1
3318, It's your board that is zero., And I won that race., It's your board that is zero. |  I can not undress. It's freezing here. I'll be hypothermic.,1
